ETH Simulated time (yr AD),ETH solar modulation parameter (MeV),ETH solar modulation parameter sig (MeV),QL Simulated time (yr AD),QL solar modulation parameter (MeV),Sunspot times (yr AD),Sunspots
978.166666666666,327.489641094271,200.267726365837,1519.16666666666,315.479286657711,1707.75,29.15
978.25,342.103812164627,205.26778588267,1519.25,314.437986216165,1707.83333333333,27.7666666666679
978.333333333333,357.447666832717,210.46136645638,1519.33333333333,313.382737977971,1707.91666666666,26.383333333332
978.416666666666,373.504249485275,215.840457035397,1519.41666666666,312.312158519235,1708,25
978.5,390.25446546375,221.395789264857,1519.5,311.22465928788,1708.08333333333,23.6166666666679
978.583333333333,407.676978656422,227.116911669012,1519.58333333333,310.118480765523,1708.16666666666,22.233333333332
978.666666666666,425.748110977994,232.992270947393,1519.66666666666,308.991735110091,1708.25,20.8499999999999
978.75,444.441746732762,239.009299687915,1519.75,307.84245655595,1708.33333333333,19.4666666666679
978.833333333333,463.729244987333,245.154509736282,1519.83333333333,306.668658545647,1708.41666666666,18.083333333332
978.916666666666,483.579363112501,251.41359035047,1519.91666666666,305.468396282529,1708.5,16.7
979,503.958194595919,257.771510128939,1520,304.23983312647,1708.58333333333,16.4166666666669
979.083333333333,524.829124087144,264.212621560295,1520.08333333333,302.981309018845,1708.66666666666,16.133333333333
979.166666666666,546.152802435602,270.720766950116,1520.16666666666,301.691408958574,1708.75,15.85
979.25,567.887144246325,277.279384494945,1520.25,300.369029514087,1708.83333333333,15.5666666666669
979.333333333333,589.987350218348,283.871613404141,1520.33333333333,299.013441468171,1708.91666666666,15.283333333333
979.416666666666,612.405956229355,290.480397151741,1520.41666666666,297.624346913763,1709,15
979.5,635.092910758573,297.088584083196,1520.5,296.201929382338,1709.08333333333,14.7166666666669
979.583333333333,657.99568177912,303.679024663707,1520.58333333333,294.746895848491,1709.16666666666,14.433333333333
979.666666666666,681.059393695865,310.234664655914,1520.66666666666,293.260509702258,1709.25,14.15
979.75,704.226994256149,316.738633499436,1520.75,291.74461401561,1709.33333333333,13.8666666666669
979.833333333333,727.439450620047,323.174327156382,1520.83333333333,290.20164465448,1709.41666666666,13.583333333333
979.916666666666,750.635972945594,329.525484675671,1520.91666666666,288.634633004957,1709.5,13.3
980,773.754262934663,335.776257690697,1521,287.047198293196,1709.58333333333,12.6083333333339
980.083333333333,796.730783872888,341.911271995129,1521.08333333333,285.443529678088,1709.66666666666,11.916666666666
980.166666666666,819.501047991126,347.915680302943,1521.16666666666,283.828358466508,1709.75,11.225
980.25,841.999916751404,353.775205415336,1521.25,282.206920918706,1709.83333333333,10.5333333333339
980.333333333333,864.161910014301,359.476173362831,1521.33333333333,280.584912166619,1709.91666666666,9.84166666666603
980.416666666666,885.921520766293,365.005536595263,1521.41666666666,278.968431778342,1710,9.15
980.5,907.213532839933,370.350887801471,1521.5,277.363921497687,1710.08333333333,8.45833333333396
980.583333333333,927.973339638324,375.500465340044,1521.58333333333,275.77809568847,1710.16666666666,7.76666666666603
980.666666666666,948.137262232616,380.443151515551,1521.66666666666,274.217865025197,1710.25,7.075
980.75,967.642865359685,385.168465041319,1521.75,272.690253994941,1710.33333333333,6.38333333333396
980.833333333333,986.429269834486,389.666548997464,1521.83333333333,271.202312808578,1710.41666666666,5.69166666666603
980.916666666666,1004.4374597302,393.928155437103,1521.91666666666,269.761024362241,1710.5,5
981,1021.6105823943,397.944627540743,1522,268.373206941509,1710.58333333333,4.58333333333371
981.083333333333,1037.89423902152,401.707879907807,1522.08333333333,267.045413422666,1710.66666666666,4.16666666666628
981.166666666666,1053.23676324043,405.210377277761,1522.16666666666,265.783827802266,1710.75,3.75
981.25,1067.58948517434,408.445111794443,1522.25,264.594159985129,1710.83333333333,3.33333333333371
981.333333333333,1080.90697878526,411.405578931475,1522.33333333333,263.481539884124,1710.91666666666,2.91666666666628
981.416666666666,1093.14729088172,414.085752352293,1522.41666666666,262.450412027325,1711,2.5
981.5,1104.27215076502,416.480058194203,1522.5,261.50443202027,1711.08333333333,2.08333333333371
981.583333333333,1114.24715997939,418.583349472369,1522.58333333333,260.646366367108,1711.16666666666,1.66666666666628
