ETH Simulated time (yr AD),ETH solar modulation parameter (MeV),ETH solar modulation parameter sig (MeV),QL Simulated time (yr AD),QL solar modulation parameter (MeV),Sunspot times (yr AD),Sunspots
1186.41666666666,675.420813577702,281.269367486968,1727.41666666666,627.611713062418,1916,96.4
1186.5,668.556438860718,276.842451269587,1727.5,633.402849818932,1916.08333333333,92.7
1186.58333333333,661.41158086753,272.336132796797,1727.58333333333,638.623442195812,1916.16666666666,90
1186.66666666666,654.003256692694,267.763055023947,1727.66666666666,643.248763689398,1916.25,89.5
1186.75,646.350136751689,263.136058584196,1727.75,647.257613494961,1916.33333333333,91
1186.83333333333,638.472568818022,258.46813779858,1727.83333333333,650.632441739604,1916.41666666666,93.9
1186.91666666666,630.392582414657,253.772392706821,1727.91666666666,653.359443690893,1916.5,97.2
1187,622.133873360834,249.061978143891,1728,655.42862240643,1916.58333333333,100.4
1187.08333333333,613.72176873893,244.350050986265,1728.08333333333,656.833819453268,1916.66666666666,103.4
1187.16666666666,605.183172949826,239.649716720624,1728.16666666666,657.572713511993,1916.75,105.6
1187.25,596.546495791206,234.973976439405,1728.25,657.646786939986,1916.83333333333,108.5
1187.33333333333,587.841563589242,230.335675255538,1728.33333333333,657.061260725015,1916.91666666666,114.6
1187.41666666666,579.099514393562,225.747452986721,1728.41666666666,655.824998687019,1917,122.4
1187.5,570.352678199826,221.221697821765,1728.5,653.950382234441,1917.08333333333,135.3
1187.58333333333,561.634443155787,216.770503561489,1728.58333333333,651.453157421357,1917.16666666666,149.5
1187.66666666666,552.97910875464,212.405630918228,1728.66666666666,648.352256477588,1917.25,156.8
1187.75,544.421727124132,208.138473256656,1728.75,644.669596400971,1917.33333333333,160.4
1187.83333333333,535.997933678541,203.980027074199,1728.83333333333,640.429857615154,1917.41666666666,167.9
1187.91666666666,527.7437686103,199.94086745968,1728.91666666666,635.660246113092,1917.5,174.7
1188,519.695490952218,196.031128719884,1729,630.390242924778,1917.58333333333,175.7
1188.08333333333,511.889387212157,192.260490300921,1729.08333333333,624.651345130798,1917.66666666666,173.6
1188.16666666666,504.361576795611,188.638168045558,1729.16666666666,618.476802878562,1917.75,172.5
1188.25,497.147816488588,185.172910727005,1729.25,611.901356790282,1917.83333333333,170.3
1188.33333333333,490.283306128727,181.873001691372,1729.33333333333,604.960979714801,1917.91666666666,163.8
1188.41666666666,483.802497305766,178.746265325138,1729.41666666666,597.69262607006,1918,159.1
1188.5,477.738906609748,175.800077940126,1729.5,590.133991226606,1918.08333333333,154.6
1188.58333333333,472.124934658999,173.041382541152,1729.58333333333,582.323282615747,1918.16666666666,147.5
1188.66666666666,466.991691910805,170.476706819459,1729.66666666666,574.299003547517,1918.25,145
1188.75,462.36883208339,168.112183604632,1729.75,566.099750095589,1918.33333333333,145
1188.83333333333,458.284393891861,165.953572905901,1729.83333333333,557.764020844878,1918.41666666666,139.2
1188.91666666666,454.764651717308,164.006284571331,1729.91666666666,549.330038798704,1918.5,131
1189,451.833975781228,162.275400487327,1730,540.835584304872,1918.58333333333,128.6
1189.08333333333,449.514702377271,160.765695148382,1730.08333333333,532.317837499924,1918.66666666666,129.2
1189.16666666666,447.827014701545,159.48165339162,1730.16666666666,523.813228541133,1918.75,126.9
1189.25,446.788834799711,158.427484158586,1730.25,515.357293869134,1918.83333333333,125.7
1189.33333333333,446.41572710275,157.607129325297,1730.33333333333,506.984536949027,1918.91666666666,130
1189.41666666666,446.720813961568,157.024266894838,1730.41666666666,498.728292321288,1919,130.6
1189.5,447.714703530026,156.68230812875,1730.5,490.620592267231,1919.08333333333,125.4
1189.58333333333,449.405430296304,156.584388465529,1730.58333333333,482.692035898,1919.16666666666,121.4
1189.66666666666,451.798408524212,156.733352307768,1730.66666666666,474.971660993091,1919.25,117.4
1189.75,454.896398835645,157.131731946867,1730.75,467.486819444606,1919.33333333333,112.3
1189.83333333333,458.699488138662,157.781721048743,1730.83333333333,460.263057709318,1919.41666666666,107.7
1189.91666666666,463.205083079023,158.685143251244,1730.91666666666,453.324004234298,1919.5,106.2
1190,468.40791716236,159.84341651434,1731,446.691266397848,1919.58333333333,104.6
1190.08333333333,474.300071654114,161.257513915739,1731.08333333333,440.384340048341,1919.66666666666,103.1
1190.16666666666,480.871010305417,162.927921617313,1731.16666666666,434.420535092742,1919.75,100.8
1190.25,488.107627864237,164.854594766009,1731.25,428.814920596837,1919.83333333333,94.4
1190.33333333333,495.994312205841,167.036912143124,1731.33333333333,423.580292427537,1919.91666666666,85.6
1190.41666666666,504.51301975761,169.473630421876,1731.41666666666,418.727165707835,1920,78
1190.5,513.643363707065,172.162838909337,1731.5,414.263793471351,1920.08333333333,71.9
1190.58333333333,523.362714272091,175.101915616661,1731.58333333333,410.196212034687,1920.16666666666,67.2
1190.66666666666,533.646310078009,178.287485417756,1731.66666666666,406.528312794293,1920.25,65.7
1190.75,544.467379424736,181.715380930097,1731.75,403.261939400333,1920.33333333333,64.4
1190.83333333333,555.797269936082,185.380606595132,1731.83333333333,400.397008557291,1920.41666666666,63.1
1190.91666666666,567.605584759604,189.277306261951,1731.91666666666,397.931652044322,1920.5,61.3
1191,579.860323133335,193.39873439516,1732,395.86237693607,1920.58333333333,58.2
1191.08333333333,592.528022796119,197.737230854003,1732.08333333333,394.184240457689,1920.66666666666,53.4
1191.16666666666,605.573901510252,202.28419907547,1732.16666666666,392.891035495826,1920.75,51.6
1191.25,618.961995047599,207.030087508805,1732.25,391.975482605242,1920.83333333333,52.1
1191.33333333333,632.655289422186,211.964374313906,1732.33333333333,391.429424433253,1920.91666666666,51
1191.41666666666,646.615845814149,217.075555588754,1732.41666666666,391.244018756506,1921,51.6
1191.5,660.804917328259,222.351137635409,1732.5,391.409926666265,1921.08333333333,52.9
1191.58333333333,675.183057340689,227.777633951907,1732.58333333333,391.917492770585,1921.16666666666,51.8
1191.66666666666,689.710219678269,233.340567741169,1732.66666666666,392.756914581839,1921.25,48.3
1191.75,704.345851252166,239.024480768359,1732.75,393.91839852716,1921.33333333333,45.5
1191.83333333333,719.04897804339,244.812949378019,1732.83333333333,395.392300261384,1921.41666666666,44.2
1191.91666666666,733.778285519292,250.688608398279,1732.91666666666,397.169247179678,1921.5,42.2
1192,748.492194657216,256.633183516928,1733,399.240241224758,1921.58333333333,40.7
1192.08333333333,763.14893478335,262.627532540182,1733.08333333333,401.596740278549,1921.66666666666,42.5
1192.16666666666,777.706614444677,268.651695789373,1733.16666666666,404.23071666471,1921.75,42.9
1192.25,792.123291574851,274.684955803682,1733.25,407.134691625633,1921.83333333333,40.5
1192.33333333333,806.357044314293,280.705906506685,1733.33333333333,410.301745098909,1921.91666666666,37.6
1192.41666666666,820.366043968977,286.692532014645,1733.41666666666,413.725500664204,1922,33.5
1192.5,834.108631685375,292.622295258198,1733.5,417.400086094786,1922.08333333333,30.2
1192.58333333333,847.543400445724,298.472236530201,1733.58333333333,421.320070484488,1922.16666666666,28.2
1192.66666666666,860.629283940882,304.219081959898,1733.66666666666,425.480379418592,1922.25,26.4
1192.75,873.325653762177,309.83936175097,1733.75,429.876190117526,1922.33333333333,24.9
1192.83333333333,885.592426174141,315.309537814974,1733.83333333333,434.502808908817,1922.41666666666,24
1192.91666666666,897.390179491744,320.606140189834,1733.91666666666,439.355533778084,1922.5,23.2
1193,908.680282793565,325.705911352915,1734,444.429505114385,1922.58333333333,21
1193.08333333333,919.425036365498,330.585957222496,1734.08333333333,449.719548087925,1922.66666666666,15.7
1193.16666666666,929.587823906283,335.223903333265,1734.16666666666,455.220010344422,1922.75,11.8
1193.25,939.133276159726,339.598054453865,1734.25,460.92459882278,1922.83333333333,11.1
1193.33333333333,948.027445280042,343.687555845109,1734.33333333333,466.826219481419,1922.91666666666,11
1193.41666666666,956.237988876029,347.472554415117,1734.41666666666,472.91682358612,1923,10.7
1193.5,963.734362297108,350.934358133643,1734.5,479.187264024112,1923.08333333333,9.8
1193.58333333333,970.488017307674,354.055592147666,1734.58333333333,485.627164902831,1923.16666666666,10
1193.66666666666,976.472604844658,356.820350053577,1734.66666666666,492.224807478704,1923.25,10.9
1193.75,981.664179070376,359.214338717322,1734.75,498.967035241078,1923.33333333333,11.5
1193.83333333333,986.04139942288,361.225014904154,1734.83333333333,505.839180746609,1923.41666666666,10.7
1193.91666666666,989.585726833175,362.841711812765,1734.91666666666,512.825016557928,1923.5,9.4
1194,992.281609734729,364.055753434714,1735,519.906732383642,1923.58333333333,9.4
1194.08333333333,994.116654994392,364.86055450572,1735.08333333333,527.06494023354,1923.66666666666,9.5
1194.16666666666,995.081778602696,365.251703733702,1735.16666666666,534.278709064758,1923.75,9.8
1194.25,995.171331084332,365.227028064592,1735.25,541.525629964052,1923.83333333333,11.3
1194.33333333333,994.383193209087,364.786636027401,1735.33333333333,548.781912372077,1923.91666666666,13.6
1194.41666666666,992.718838557048,363.932938638391,1735.41666666666,556.022511230722,1924,16.3
1194.5,990.18336058131,362.670646849909,1735.5,563.221284264665,1924.08333333333,19.3
1194.58333333333,986.7854628636,361.006745040077,1735.58333333333,570.351177920232,1924.16666666666,21.5
1194.66666666666,982.53741223513,358.950440530056,1735.66666666666,577.384439785897,1924.25,23.3
1194.75,977.454955348147,356.513089578231,1735.75,584.292854608238,1924.33333333333,25.1
1194.83333333333,971.557200150043,353.708100731646,1735.83333333333,591.048000292981,1924.41666666666,26.9
1194.91666666666,964.866464546687,350.550816810819,1735.91666666666,597.62151954123,1924.5,28.2
1195,957.408095351441,347.058377168026,1736,603.985402023854,1924.58333333333,29.8
1195.08333333333,949.210261368987,343.249562202941,1736.08333333333,610.112271302075,1924.66666666666,32.2
1195.16666666666,940.303725045468,339.14462243982,1736.16666666666,615.975670228926,1924.75,34.7
1195.25,930.721597369921,334.765094738096,1736.25,621.550338538151,1924.83333333333,37.7
1195.33333333333,920.499080572378,330.133608397431,1736.33333333333,626.812476825463,1924.91666666666,40.8
1195.41666666666,909.673202743991,325.273684030414,1736.41666666666,631.739991982392,1925,43.2
1195.5,898.282547996397,320.209528116199,1736.5,636.312720084412,1925.08333333333,45.2
1195.58333333333,886.366985312156,314.965826104735,1736.58333333333,640.512623591902,1925.16666666666,48.9
1195.66666666666,873.967398857748,309.567536809812,1736.66666666666,644.32396045479,1925.25,54.4
1195.75,861.125422238199,304.039690639265,1736.75,647.733423333922,1925.33333333333,59.9
1195.83333333333,847.883178964216,298.407194002469,1736.83333333333,650.730247683611,1925.41666666666,68.2
1195.91666666666,834.283031275305,292.694642025584,1736.91666666666,653.30628789645,1925.5,78.5
1196,820.367339408709,286.926141493128,1737,655.456061106853,1925.58333333333,86.3
1196.08333333333,806.178233393493,281.125145723333,1737.08333333333,657.176758599898,1925.66666666666,92.6
1196.16666666666,791.757399401077,275.314302877923,1737.16666666666,658.468225100572,1925.75,96.2
1196.25,777.145882489151,269.515318994751,1737.25,659.332906553315,1925.83333333333,98.2
1196.33333333333,762.383907187638,263.748836798395,1737.33333333333,659.775767357792,1925.91666666666,101.4
1196.41666666666,747.510716859641,258.034331085008,1737.41666666666,659.804178396413,1926,104.2
1196.5,732.56443224537,252.390021200311,1737.5,659.427777554623,1926.08333333333,106.8
1196.58333333333,717.581929142272,246.832800842487,1737.58333333333,658.65830478564,1926.16666666666,108.5
1196.66666666666,702.598734813091,241.37818513418,1737.66666666666,657.509414107129,1926.25,108.7
1196.75,687.648942443037,236.040274631243,1737.75,655.996465242455,1926.33333333333,109
1196.83333333333,672.765142782281,230.831735680822,1737.83333333333,654.136297938104,1926.41666666666,107.8
1196.91666666666,657.978372005796,225.76379631131,1737.91666666666,651.946992305632,1926.5,107.2
1197,643.318074793056,220.846256626714,1738,649.44761885119,1926.58333333333,109.4
1197.08333333333,628.812081656141,216.087512485105,1738.08333333333,646.657982148122,1926.66666666666,111.6
1197.16666666666,614.486599578322,211.494591077105,1738.16666666666,643.598362315183,1926.75,115.9
1197.25,600.366215001851,207.073196914448,1738.25,640.289258498055,1926.83333333333,120.7
1197.33333333333,586.473908094606,202.827766712844,1738.33333333333,636.751138379601,1926.91666666666,120.8
1197.41666666666,572.831077066943,198.761531695141,1738.41666666666,633.004197424889,1927,120
1197.5,559.457571169199,194.876585909167,1738.5,629.068131202584,1927.08333333333,119.6
1197.58333333333,546.371730920579,191.17395922201,1738.58333333333,624.961923783597,1927.16666666666,119.6
1197.66666666666,533.590434113267,187.653693720416,1738.66666666666,620.703654921561,1927.25,119.5
1197.75,521.129146198799,184.314922324106,1738.75,616.310328467203,1927.33333333333,119.4
1197.83333333333,509.001973792923,181.155948504092,1738.83333333333,611.79772425667,1927.41666666666,117.5
1197.91666666666,497.22172022643,178.174326084333,1738.91666666666,607.180275539254,1927.5,115.2
1198,485.799942316882,175.366938182134,1739,602.470973866662,1927.58333333333,114
1198.08333333333,474.74700781697,172.730074402585,1739.08333333333,597.681303224482,1927.66666666666,113.7
1198.16666666666,464.072153252297,170.259505455012,1739.16666666666,592.821204968813,1927.75,113.9
1198.25,453.783542018177,167.950554435169,1739.25,587.899074731323,1927.83333333333,112.9
1198.33333333333,443.888322627996,165.798164140555,1739.33333333333,582.921791828799,1927.91666666666,115
1198.41666666666,434.392686939739,163.796959952984,1739.41666666666,577.89478092326,1928,120.2
1198.5,425.301928112742,161.941308003248,1739.5,572.822104841289,1928.08333333333,125.3
1198.58333333333,416.620498016506,160.225368493977,1739.58333333333,567.706586653317,1928.16666666666,128.9
1198.66666666666,408.352063841424,158.643144181477,1739.66666666666,562.549958357674,1928.25,130.2
1198.75,400.49956374439,157.188524112915,1739.75,557.353032808436,1928.33333333333,128.9
1198.83333333333,393.065261494947,155.855322801085,1739.83333333333,552.115894865439,1928.41666666666,128.7
1198.91666666666,386.050800265151,154.637315102253,1739.91666666666,546.838107125147,1928.5,128.7
1199,379.457255920728,153.528267131889,1740,541.518925015233,1928.58333333333,126.9
1199.08333333333,373.285190394115,152.521963597693,1740.08333333333,536.157515546748,1928.66666666666,123.7
1199.16666666666,367.534705878899,151.612231954893,1740.16666666666,530.75317374046,1928.75,119.4
1199.25,362.205500583275,150.792963807016,1740.25,525.305530846681,1928.83333333333,116.1
1199.33333333333,357.296926574431,150.058133984921,1740.33333333333,519.814749023619,1928.91666666666,113.5
1199.41666666666,352.808049893736,149.401817728021,1740.41666666666,514.281698004372,1929,110.2
1199.5,348.737712726559,148.81820636212,1740.5,508.70811026426,1929.08333333333,107
1199.58333333333,345.084597038766,148.30162182613,1740.58333333333,503.096712167202,1929.16666666666,101.9
1199.66666666666,341.84728876295,147.846530348362,1740.66666666666,497.451329487974,1929.25,97.5
1199.75,339.024341328207,147.447555506054,1740.75,491.776966583257,1929.33333333333,99.2
1199.83333333333,336.614337071635,147.099490814032,1740.83333333333,486.079859329714,1929.41666666666,104.7
1199.91666666666,334.615944842459,146.797311882791,1740.91666666666,480.367502770975,1929.5,107.9
1200,333.027971908928,146.536188067422,1741,474.64865521824,1929.58333333333,106.7
1200.08333333333,331.849408120443,146.311493407495,1741.08333333333,468.933321293789,1929.66666666666,104.7
1200.16666666666,331.079460216871,146.118816570031,1741.16666666666,463.232716974557,1929.75,102.7
1200.25,330.717574287647,145.953969505233,1741.25,457.559219920418,1929.83333333333,100.2
1200.33333333333,330.76344469237,145.812994625022,1741.33333333333,451.926308189751,1929.91666666666,95.7
1200.41666666666,331.217008204885,145.692170475203,1741.41666666666,446.34848996135,1930,89.3
1200.5,332.078422641252,145.588016032194,1741.5,440.841226285579,1930.08333333333,83.2
1200.58333333333,333.348029717012,145.49729388025,1741.58333333333,435.420848307028,1930.16666666666,80.2
1200.66666666666,335.026302332419,145.417012606685,1741.66666666666,430.104469876303,1930.25,78.6
1200.75,337.113776905762,145.344428789852,1741.75,424.909896001602,1930.33333333333,74.1
1200.83333333333,339.610971767151,145.277048951124,1741.83333333333,419.855527176734,1930.41666666666,65.2
1200.91666666666,342.518292989889,145.212631806774,1741.91666666666,414.960259256395,1930.5,56
1201,345.835929374095,145.149191099477,1742,410.243378229516,1930.58333333333,52
1201.08333333333,349.563738600075,145.084999225155,1742.08333333333,405.724448981049,1930.66666666666,51.2
1201.16666666666,353.701126814469,145.018591816104,1742.16666666666,401.423196978369,1930.75,50.4
1201.25,358.246924069302,144.948773407691,1742.25,397.359381835471,1930.83333333333,49
1201.33333333333,363.199258090338,144.874624299388,1742.33333333333,393.552661920281,1930.91666666666,47.2
1201.41666666666,368.555428827836,144.795508702434,1742.41666666666,390.022449527615,1931,46
1201.5,374.311786175952,144.711084226545,1742.5,386.787756560369,1931.08333333333,44.9
1201.58333333333,380.46361316023,144.621312688464,1742.58333333333,383.86703108976,1931.16666666666,43.1
1201.66666666666,387.00501679187,144.526472130881,1742.66666666666,381.277985585026,1931.25,40.5
1201.75,393.928828671363,144.427169832195,1742.75,379.037418013916,1931.33333333333,37.7
1201.83333333333,401.226517290084,144.324355974303,1742.83333333333,377.161027419771,1931.41666666666,35.9
1201.91666666666,408.88811382411,144.219337520252,1742.91666666666,375.6632259808,1931.5,35.2
1202,416.902153037805,144.113791733422,1743,374.556949950714,1931.58333333333,32.8
1202.08333333333,425.255630713108,144.009778644767,1743.08333333333,373.853472246575,1931.66666666666,29.2
1202.16666666666,433.933978791345,143.909751663385,1743.16666666666,373.562219729129,1931.75,26.5
1202.25,442.921059154643,143.816565462776,1743.25,373.690598330479,1931.83333333333,24.6
1202.33333333333,452.199176681705,143.73348028261,1743.33333333333,374.243829088126,1931.91666666666,24.7
1202.41666666666,461.749111886962,143.664161851388,1743.41666666666,375.224797895596,1932,24.6
1202.5,471.550173093157,143.612676222001,1743.5,376.633921469796,1932.08333333333,23.6
1202.58333333333,481.580267694752,143.58347888473,1743.58333333333,378.469031725263,1932.16666666666,22.1
1202.66666666666,491.815991642323,143.58139756895,1743.66666666666,380.725280452933,1932.25,21
1202.75,502.232735815236,143.611608178538,1743.75,383.395065924255,1932.33333333333,20.2
1202.83333333333,512.804807450237,143.679603349158,1743.83333333333,386.467982776226,1932.41666666666,19
1202.91666666666,523.50556425629,143.791153179442,1743.91666666666,389.930796275495,1932.5,18.6
1203,534.307558278499,143.952257764706,1744,393.767441807643,1932.58333333333,19.4
1203.08333333333,545.182686033082,144.169091249343,1744.08333333333,397.95905019333,1932.66666666666,20.1
1203.16666666666,556.102341080442,144.447937257157,1744.16666666666,402.483999208768,1932.75,19.5
1203.25,567.037565245043,144.795115834485,1744.25,407.31799150241,1932.83333333333,17.9
1203.33333333333,577.959195203528,145.216902471362,1744.33333333333,412.434158958631,1932.91666666666,15.7
1203.41666666666,588.83800198491,145.719440265176,1744.41666666666,417.803193445815,1933,14
1203.5,599.644821801842,146.308646725074,1744.5,423.393503773799,1933.08333333333,13.1
1203.58333333333,610.350677398383,146.990117002297,1744.58333333333,429.171398555794,1933.16666666666,12.7
1203.66666666666,620.926889719461,147.769025475725,1744.66666666666,435.101294516522,1933.25,12.4
1203.75,631.345180193821,148.650027671355,1744.75,441.14594961021,1933.33333333333,11.5
1203.83333333333,641.577764294113,149.63716449027,1744.83333333333,447.266720109226,1933.41666666666,10.2
1203.91666666666,651.597437310511,150.733770676724,1744.91666666666,453.423840596382,1933.5,8.8
1204,661.377653460486,151.94238937474,1745,459.576725540878,1933.58333333333,7.2
1204.08333333333,670.892599567112,153.264694494866,1745.08333333333,465.684290857267,1933.66666666666,5.8
1204.16666666666,680.117264579263,154.701422444235,1745.16666666666,471.705293532458,1933.75,6
1204.25,689.027506185793,156.252314573018,1745.25,477.598687049413,1933.83333333333,7.7
1204.33333333333,697.600115697756,157.916071474456,1745.33333333333,483.323989934529,1933.91666666666,9
1204.41666666666,705.812882242949,159.690320054743,1745.41666666666,488.841664314866,1934,9.5
1204.5,713.644657139984,161.571594063494,1745.5,494.113500901426,1934.08333333333,10.5
1204.58333333333,721.075419098591,163.5553285402,1745.58333333333,499.103006322715,1934.16666666666,11
1204.66666666666,728.086340632764,165.635868385098,1745.66666666666,503.775788221228,1934.25,11.1
1204.75,734.659855776847,167.806491005394,1745.75,508.099932994975,1934.33333333333,11.9
1204.83333333333,740.779728864944,170.05944271923,1745.83333333333,512.046370517123,1934.41666666666,13.5
1204.91666666666,746.431123773966,172.385988317802,1745.91666666666,515.589219599939,1934.5,15.6
1205,751.600672646547,174.776472892716,1746,518.706107397459,1934.58333333333,17.5
1205.08333333333,756.276542729154,177.220394748483,1746.08333333333,521.37845544996,1934.66666666666,19.7
1205.16666666666,760.448499654455,179.706487982594,1746.16666666666,523.59172489701,1934.75,21.1
1205.25,764.107965360305,182.222813186663,1746.25,525.3356138326,1934.83333333333,21.7
1205.33333333333,767.248068909154,184.756854729302,1746.33333333333,526.604200951872,1934.91666666666,24.9
1205.41666666666,769.863688688805,187.295623186177,1746.41666666666,527.396031304763,1935,29.3
1205.5,771.951484732394,189.825761608811,1746.5,527.714141751361,1935.08333333333,32.6
1205.58333333333,773.509920123469,192.333654418032,1746.58333333333,527.566025373413,1935.16666666666,36.7
1205.66666666666,774.539270634251,194.805537757566,1746.66666666666,526.963535585097,1935.25,42.7
1205.75,775.041621886916,197.227610151763,1746.75,525.922732028045,1935.33333333333,49.8
1205.83333333333,775.020853437531,199.58614228519,1746.83333333333,524.463671561317,1935.41666666666,56.9
1205.91666666666,774.48260926737,201.867584671156,1746.91666666666,522.610148791914,1935.5,63.1
1206,773.434254235097,204.058671913167,1747,520.38939164787,1935.58333333333,69.9
1206.08333333333,771.884816111834,206.146522207473,1747.08333333333,517.831718441387,1935.66666666666,77.4
1206.16666666666,769.844912924766,208.118730738552,1747.16666666666,514.970163579898,1935.75,85.5
1206.25,767.326665518565,209.963455758825,1747.25,511.840079383762,1935.83333333333,91.8
1206.33333333333,764.34359552784,211.669496447534,1747.33333333333,508.478721289361,1935.91666666666,95.3
1206.41666666666,760.910509313914,213.226362040868,1747.41666666666,504.924823180392,1936,98.3
1206.5,757.04336881165,214.624332103356,1747.5,501.218168911503,1936.08333333333,103.5
1206.58333333333,752.759150628946,215.854508103184,1747.58333333333,497.399165412999,1936.16666666666,109.8
1206.66666666666,748.075695136968,216.90885665872,1747.66666666666,493.508422140496,1936.25,114.7
1206.75,743.011547686773,217.780244966372,1747.75,489.586341061341,1936.33333333333,120.7
1206.83333333333,737.585794492303,218.462469035348,1747.83333333333,485.672720845382,1936.41666666666,128.6
1206.91666666666,731.8178961348,218.950275470836,1747.91666666666,481.806378446059,1936.5,137.7
1207,725.727522067103,219.239377669796,1748,478.024790814888,1936.58333333333,146.3
1207.08333333333,719.334389888321,219.326467405358,1748.08333333333,474.363759085338,1936.66666666666,150.5
1207.16666666666,712.65811340244,219.20922284569,1748.16666666666,470.857097191024,1936.75,153.4
1207.25,705.718063406795,218.886314050252,1748.25,467.536346549399,1936.83333333333,160.1
1207.33333333333,698.533244709204,218.35740689831,1748.33333333333,464.430518145061,1936.91666666666,168.6
1207.41666666666,691.122192150463,217.623166246572,1748.41666666666,461.56586308093,1937,179.2
1207.5,683.502887595155,216.685258914071,1748.5,458.965672423893,1937.08333333333,189.2
1207.58333333333,675.692699072433,215.54635687456,1748.58333333333,456.650106948698,1937.16666666666,194.4
1207.66666666666,667.708342538015,214.210140805722,1748.66666666666,454.636057177175,1937.25,198.6
1207.75,659.565866089944,212.681303895629,1748.75,452.93703391741,1937.33333333333,198.3
1207.83333333333,651.280655899113,210.965555534124,1748.83333333333,451.563089327809,1937.41666666666,193
1207.91666666666,642.867462606891,209.069624220793,1748.91666666666,450.520768362228,1937.5,188.3
1208,634.340446493258,207.001258713966,1749,449.813090293168,1937.58333333333,185.2
1208.08333333333,625.71323933277,204.76922615618,1749.08333333333,449.439559858682,1937.66666666666,184.8
1208.16666666666,616.999020549069,202.383305701603,1749.16666666666,449.39620743376,1937.75,184.4
1208.25,608.210605075603,199.854276114781,1749.25,449.675657486978,1937.83333333333,184.6
1208.33333333333,599.360540239347,197.193895931965,1749.33333333333,450.267224446761,1937.91666666666,183
1208.41666666666,590.461208985566,194.414875015911,1749.41666666666,451.157034967264,1938,182.2
1208.5,581.524936822442,191.53083660622,1749.5,452.328175450364,1938.08333333333,182.1
1208.58333333333,572.564099962563,188.556269230937,1749.58333333333,453.760863546243,1938.16666666666,179.8
1208.66666666666,563.591232266854,185.506468105157,1749.66666666666,455.432642219348,1938.25,177.2
1208.75,554.619128754908,182.397465901421,1749.75,457.318594827982,1938.33333333333,178.7
1208.83333333333,545.660943634249,179.245953024746,1749.83333333333,459.391579523377,1938.41666666666,182.3
1208.91666666666,536.730281020317,176.069187756731,1749.91666666666,461.622481126791,1938.5,181.4
1209,527.841276767214,172.88489685564,1750,463.980478490977,1938.58333333333,177.2
1209.08333333333,519.008670094716,169.711167422629,1750.08333333333,466.433325200348,1938.66666666666,172.8
1209.16666666666,510.247863945562,166.5663310717,1750.16666666666,468.947641328238,1938.75,171.8
1209.25,501.574973192575,163.468841660857,1750.25,471.489213871528,1938.83333333333,171.8
1209.33333333333,493.006859918754,160.437148026229,1750.33333333333,474.023303431275,1938.91666666666,171.4
1209.41666666666,484.561155045602,157.489563281575,1750.41666666666,476.514954687435,1939,166.9
1209.5,476.256265638075,154.644132294837,1750.5,478.92930820046,1939.08333333333,161.5
1209.58333333333,468.111367303239,151.918498944439,1750.58333333333,481.231911045397,1939.16666666666,162.4
1209.66666666666,460.146381233677,149.32977470978,1750.66666666666,483.389023740268,1939.25,163.3
1209.75,452.381935624416,146.89441007831,1750.75,485.367920870779,1939.33333333333,158.8
1209.83333333333,444.839311410893,144.628070168954,1750.83333333333,487.137182738991,1939.41666666666,151.5
1209.91666666666,437.540372532458,142.545515888885,1750.91666666666,488.666975276204,1939.5,145.9
1210,430.507481216402,140.660491860195,1751,489.929315364306,1939.58333333333,142.6
1210.08333333333,423.763399081354,138.985622269979,1751.08333333333,490.898318629396,1939.66666666666,142.6
1210.16666666666,417.331175123848,137.532315706273,1751.16666666666,491.550426771604,1939.75,140.6
1210.25,411.234021807721,136.310679941693,1751.25,491.864611662466,1939.83333333333,132.7
1210.33333333333,405.495180491681,135.329447518141,1751.33333333333,491.822553811627,1939.91666666666,127.1
1210.41666666666,400.137777347728,134.595912870633,1751.41666666666,491.408793320587,1940,123.8
1210.5,395.184670816663,134.115881604632,1751.5,490.610852004785,1940.08333333333,121.7
1210.58333333333,390.65829156641,133.893632406208,1751.58333333333,489.419325912695,1940.16666666666,118.5
1210.66666666666,386.580475878123,133.931891918055,1751.66666666666,487.827947985154,1940.25,113
1210.75,382.972293382278,134.231822760813,1751.75,485.833621083683,1940.33333333333,110
1210.83333333333,379.853870098043,134.793024721858,1751.83333333333,483.436422079865,1940.41666666666,111.1
1210.91666666666,377.244207790534,135.613548973086,1751.91666666666,480.639578144463,1940.5,112.6
1211,375.161000747526,136.689925014836,1752,477.449416807162,1940.58333333333,111.3
1211.08333333333,373.620451183751,138.017199881172,1752.08333333333,473.875291758534,1940.66666666666,107.7
1211.16666666666,372.637084596315,139.588989003141,1752.16666666666,469.929486678655,1940.75,103.2
1211.25,372.223566506457,141.397538037793,1752.25,465.627099523143,1940.83333333333,99.5
1211.33333333333,372.390522123414,143.433794934266,1752.33333333333,460.985909645706,1940.91666666666,96.1
1211.41666666666,373.146360558568,145.687491493948,1752.41666666666,456.026229942279,1941,94.4
1211.5,374.497105309721,148.147233653191,1752.5,450.770745960696,1941.08333333333,91.2
1211.58333333333,376.446232830654,150.800599659904,1752.58333333333,445.244343696348,1941.16666666666,88
1211.66666666666,378.994521099607,153.634245231721,1752.66666666666,439.473927609574,1941.25,87.3
1211.75,382.139910199164,156.634014674949,1752.75,433.488230255983,1941.33333333333,85.3
1211.83333333333,385.877377016329,159.785056806541,1752.83333333333,427.317614814481,1941.41666666666,81.6
1211.91666666666,390.198826262306,163.071944355227,1752.91666666666,420.993871727624,1941.5,78.5
